Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0018108,peptidyl-tyrosine phosphorylation,19_GO:0008152 metabolic process,-6.7,13,9.5,30244,89,207,8,3.9,1.3,857|2260|2268|2534|3643|5156|5747|10152,CAV1|FGFR1|FGR|FYN|INSR|PDGFRA|PTK2|ABI2,-4.7,cluster_1_x_name
KEGG Pathway,24,hsa05161,Hepatitis B,,-6.7,9,8.5,30244,162,207,10,4.8,1.5,596|842|898|1026|4088|4773|4792|5970|7040|8503,BCL2|CASP9|CCNE1|CDKN1A|SMAD3|NFATC2|NFKBIA|RELA|TGFB1|PIK3R3,-4.7,cluster_1_x_name
GeDiPNet,37,GDP00399,Anaplastic Carcinoma,,-6.7,9,8.5,30244,163,207,10,4.8,1.5,358|595|596|2099|2335|5241|5728|6558|7040|7329,AQP1|CCND1|BCL2|ESR1|FN1|PGR|PTEN|SLC12A2|TGFB1|UBE2I,-4.7,cluster_1_x_name
GO Biological Processes,19,GO:0098657,import into cell,19_GO:0051179 localization,-6.7,7.8,8.1,30244,207,207,11,5.3,1.6,3767|6523|6541|6542|6546|6558|6581|6833|10060|64116|79901,KCNJ11|SLC5A1|SLC7A1|SLC7A2|SLC8A1|SLC12A2|SLC22A3|ABCC8|ABCC9|SLC39A8|CYBRD1,-4.7,cluster_1_x_name
GO Biological Processes,19,GO:0018212,peptidyl-tyrosine modification,19_GO:0008152 metabolic process,-6.7,13,9.4,30244,91,207,8,3.9,1.3,857|2260|2268|2534|3643|5156|5747|10152,CAV1|FGFR1|FGR|FYN|INSR|PDGFRA|PTK2|ABI2,-4.7,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-556833,Metabolism of lipids,,-6.6,3.9,6.7,30244,743,207,20,9.7,2.1,51|406|857|1544|1557|1584|1593|5287|5587|5728|5868|6720|7329|8395|8503|9612|23683|51422|114881|259230,ACOX1|BMAL1|CAV1|CYP1A2|CYP2C19|CYP11B1|CYP27A1|PIK3C2B|PRKD1|PTEN|RAB5A|SREBF1|UBE2I|PIP5K1B|PIK3R3|NCOR2|PRKD3|PRKAG2|OSBPL7|SGMS1,-4.7,cluster_1_x_name
GO Biological Processes,19,GO:0008016,regulation of heart contraction,19_GO:0032501 multicellular organismal process,-6.6,7.7,8.1,30244,209,207,11,5.3,1.6,490|857|1129|2697|3728|4205|4624|4846|6546|6720|10060,ATP2B1|CAV1|CHRM2|GJA1|JUP|MEF2A|MYH6|NOS3|SLC8A1|SREBF1|ABCC9,-4.7,cluster_1_x_name
GO Biological Processes,19,GO:0031668,cellular response to extracellular stimulus,19_GO:0050896 response to stimulus,-6.6,6.8,7.8,30244,257,207,12,5.8,1.6,490|596|1026|2309|5287|5571|5587|6720|9213|23411|51422|79109,ATP2B1|BCL2|CDKN1A|FOXO3|PIK3C2B|PRKAG1|PRKD1|SREBF1|XPR1|SIRT1|PRKAG2|MAPKAP1,-4.6,cluster_1_x_name
WikiPathways,27,WP3929,Chemokine signaling pathway,,-6.6,8.8,8.4,30244,166,207,10,4.8,1.5,1398|1445|2268|2309|4792|5747|5970|8503|23236|57580,CRK|CSK|FGR|FOXO3|NFKBIA|PTK2|RELA|PIK3R3|PLCB1|PREX1,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:0051222,positive regulation of protein transport,19_GO:0051179 localization,-6.6,6.1,7.5,30244,310,207,13,6.3,1.7,2534|2696|3728|4088|5208|5581|5587|6833|6934|7040|8660|23236|55107,FYN|GIPR|JUP|SMAD3|PFKFB2|PRKCE|PRKD1|ABCC8|TCF7L2|TGFB1|IRS2|PLCB1|ANO1,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:0051146,striated muscle cell differentiation,19_GO:0032502 developmental process,-6.6,7.6,8,30244,211,207,11,5.3,1.6,596|4205|4624|4773|5156|5530|6497|6546|50507|89780|150094,BCL2|MEF2A|MYH6|NFATC2|PDGFRA|PPP3CA|SKI|SLC8A1|NOX4|WNT3A|SIK1,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:1903035,negative regulation of response to wounding,19_GO:0048519 negative regulation of biological process,-6.6,13,9.3,30244,93,207,8,3.9,1.3,348|1398|4088|4846|5156|5728|6558|6833,APOE|CRK|SMAD3|NOS3|PDGFRA|PTEN|SLC12A2|ABCC8,-4.6,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-170834,Signaling by TGF-beta Receptor Complex,,-6.6,13,9.3,30244,93,207,8,3.9,1.3,905|4053|4088|6497|7040|7514|9612|23327,CCNT2|LTBP2|SMAD3|SKI|TGFB1|XPO1|NCOR2|NEDD4L,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:0001542,ovulation from ovarian follicle,19_GO:0048511 rhythmic process,-6.6,65,16,30244,9,207,4,1.9,0.96,4846|5241|8204|23411,NOS3|PGR|NRIP1|SIRT1,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,19_GO:0002376 immune system process,-6.6,35,13,30244,21,207,5,2.4,1.1,2268|2534|5581|5747|7525,FGR|FYN|PRKCE|PTK2|YES1,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:0002433,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,19_GO:0002376 immune system process,-6.6,35,13,30244,21,207,5,2.4,1.1,2268|2534|5581|5747|7525,FGR|FYN|PRKCE|PTK2|YES1,-4.6,cluster_1_x_name
KEGG Pathway,24,hsa05225,Hepatocellular carcinoma,,-6.6,8.7,8.3,30244,168,207,10,4.8,1.5,595|1026|1855|4088|5728|6934|7040|8289|8503|89780,CCND1|CDKN1A|DVL1|SMAD3|PTEN|TCF7L2|TGFB1|ARID1A|PIK3R3|WNT3A,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:0070588,calcium ion transmembrane transport,19_GO:0051179 localization,-6.6,7.6,8,30244,212,207,11,5.3,1.6,490|596|2904|4988|6546|9033|23236|26133|54822|57419|89780,ATP2B1|BCL2|GRIN2B|OPRM1|SLC8A1|PKD2L1|PLCB1|TRPC4AP|TRPM7|SLC24A3|WNT3A,-4.6,cluster_1_x_name
KEGG Pathway,24,hsa05170,Human immunodeficiency virus 1 infection,,-6.6,7.6,8,30244,212,207,11,5.3,1.6,164|596|842|1398|4773|4792|5530|5747|5970|8503|8945,AP1G1|BCL2|CASP9|CRK|NFATC2|NFKBIA|PPP3CA|PTK2|RELA|PIK3R3|BTRC,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,19_GO:0050896 response to stimulus,-6.5,6.7,7.7,30244,262,207,12,5.8,1.6,2099|2534|2697|5581|5587|5970|7329|8945|10783|23376|23411|64116,ESR1|FYN|GJA1|PRKCE|PRKD1|RELA|UBE2I|BTRC|NEK6|UFL1|SIRT1|SLC39A8,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:0009416,response to light stimulus,19_GO:0050896 response to stimulus,-6.5,6,7.5,30244,314,207,13,6.3,1.7,358|595|596|842|1026|1785|5970|6833|23411|54617|57282|94241|150094,AQP1|CCND1|BCL2|CASP9|CDKN1A|DNM2|RELA|ABCC8|SIRT1|INO80|SLC4A10|TP53INP1|SIK1,-4.6,cluster_1_x_name
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-6.5,4.2,6.8,30244,622,207,18,8.7,2,164|596|857|1445|2268|2534|2547|4292|4773|4792|5581|5747|5970|7040|7525|10614|23411|81570,AP1G1|BCL2|CAV1|CSK|FGR|FYN|XRCC6|MLH1|NFATC2|NFKBIA|PRKCE|PTK2|RELA|TGFB1|YES1|HEXIM1|SIRT1|CLPB,-4.5,cluster_1_x_name
WikiPathways,27,WP4963,p53 transcriptional gene network,,-6.5,12,9.1,30244,96,207,8,3.9,1.3,898|1026|3663|4292|5571|5728|51422|94241,CCNE1|CDKN1A|IRF5|MLH1|PRKAG1|PTEN|PRKAG2|TP53INP1,-4.5,cluster_1_x_name
WikiPathways,27,WP4482,Vitamin D in inflammatory diseases,,-6.5,33,13,30244,22,207,5,2.4,1.1,1843|4088|4792|5530|5970,DUSP1|SMAD3|NFKBIA|PPP3CA|RELA,-4.5,cluster_1_x_name
GO Biological Processes,19,GO:0055081,monoatomic anion homeostasis,19_GO:0042592 homeostatic process,-6.5,33,13,30244,22,207,5,2.4,1.1,1152|1373|6558|7369|27347,CKB|CPS1|SLC12A2|UMOD|STK39,-4.5,cluster_1_x_name
GO Biological Processes,19,GO:0008585,female gonad development,19_GO:0022414 reproductive process,-6.4,12,9,30244,97,207,8,3.9,1.3,596|658|2099|4846|5156|5241|8204|23411,BCL2|BMPR1B|ESR1|NOS3|PDGFRA|PGR|NRIP1|SIRT1,-4.5,cluster_1_x_name
GO Biological Processes,19,GO:0050801,monoatomic ion homeostasis,19_GO:0042592 homeostatic process,-6.4,4.7,6.9,30244,496,207,16,7.7,1.9,348|490|596|857|887|1152|1373|6546|6558|7369|27347|57130|57282|57419|64116|79901,APOE|ATP2B1|BCL2|CAV1|CCKBR|CKB|CPS1|SLC8A1|SLC12A2|UMOD|STK39|ATP13A1|SLC4A10|SLC24A3|SLC39A8|CYBRD1,-4.5,cluster_1_x_name
GeDiPNet,37,GDP00808,Bipolar Disorder,,-6.4,4,6.6,30244,697,207,19,9.2,2,154|348|406|596|1129|2099|2260|2534|2904|4846|6934|7040|8842|23166|23236|23411|26133|56992|57282,ADRB2|APOE|BMAL1|BCL2|CHRM2|ESR1|FGFR1|FYN|GRIN2B|NOS3|TCF7L2|TGFB1|PROM1|STAB1|PLCB1|SIRT1|TRPC4AP|KIF15|SLC4A10,-4.5,cluster_1_x_name
WikiPathways,27,WP1403,AMP-activated protein kinase signaling,,-6.4,15,9.7,30244,67,207,7,3.4,1.3,1026|3643|5571|6720|8503|23236|51422,CDKN1A|INSR|PRKAG1|SREBF1|PIK3R3|PLCB1|PRKAG2,-4.5,cluster_1_x_name
GO Biological Processes,19,GO:0042391,regulation of membrane potential,19_GO:0065007 biological regulation,-6.4,5,7,30244,437,207,15,7.2,1.8,154|596|857|1855|2697|2904|3728|3767|4988|5530|5728|5774|6546|23327|64116,ADRB2|BCL2|CAV1|DVL1|GJA1|GRIN2B|JUP|KCNJ11|OPRM1|PPP3CA|PTEN|PTPN3|SLC8A1|NEDD4L|SLC39A8,-4.5,cluster_1_x_name
GO Biological Processes,19,GO:0043551,regulation of phosphatidylinositol 3-kinase activity,19_GO:0008152 metabolic process,-6.4,21,11,30244,42,207,6,2.9,1.2,2268|5156|5587|5747|7040|8503,FGR|PDGFRA|PRKD1|PTK2|TGFB1|PIK3R3,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,19_GO:0048519 negative regulation of biological process,-6.4,4.4,6.8,30244,566,207,17,8.2,1.9,348|406|596|857|1445|1605|1843|1844|2099|4035|5728|5970|23411|64116|79109|80824|117584,APOE|BMAL1|BCL2|CAV1|CSK|DAG1|DUSP1|DUSP2|ESR1|LRP1|PTEN|RELA|SIRT1|SLC39A8|MAPKAP1|DUSP16|RFFL,-4.4,cluster_1_x_name
GeDiPNet,37,GDP06858,Subcutaneous lipoma,,-6.4,58,15,30244,10,207,4,1.9,0.96,1026|1031|2260|5728,CDKN1A|CDKN2C|FGFR1|PTEN,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-6.4,4.4,6.7,30244,567,207,17,8.2,1.9,59|596|1605|1855|2099|4088|4624|4846|5241|6201|6497|7040|7049|8945|10818|23654|89780,ACTA2|BCL2|DAG1|DVL1|ESR1|SMAD3|MYH6|NOS3|PGR|RPS7|SKI|TGFB1|TGFBR3|BTRC|FRS2|PLXNB2|WNT3A,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0002431,Fc receptor mediated stimulatory signaling pathway,19_GO:0002376 immune system process,-6.4,32,12,30244,23,207,5,2.4,1.1,2268|2534|5581|5747|7525,FGR|FYN|PRKCE|PTK2|YES1,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0032409,regulation of transporter activity,19_GO:0065007 biological regulation,-6.3,5.8,7.3,30244,326,207,13,6.3,1.7,154|596|857|1785|2669|4988|5530|5581|5774|6833|10060|23327|27347,ADRB2|BCL2|CAV1|DNM2|GEM|OPRM1|PPP3CA|PRKCE|PTPN3|ABCC8|ABCC9|NEDD4L|STK39,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:1904951,positive regulation of establishment of protein localization,19_GO:0051179 localization,-6.3,5.8,7.3,30244,326,207,13,6.3,1.7,2534|2696|3728|4088|5208|5581|5587|6833|6934|7040|8660|23236|55107,FYN|GIPR|JUP|SMAD3|PFKFB2|PRKCE|PRKD1|ABCC8|TCF7L2|TGFB1|IRS2|PLCB1|ANO1,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0009314,response to radiation,19_GO:0050896 response to stimulus,-6.3,5,7,30244,442,207,15,7.2,1.8,358|595|596|842|1026|1785|2547|4988|5970|6833|23411|54617|57282|94241|150094,AQP1|CCND1|BCL2|CASP9|CDKN1A|DNM2|XRCC6|OPRM1|RELA|ABCC8|SIRT1|INO80|SLC4A10|TP53INP1|SIK1,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0000302,response to reactive oxygen species,19_GO:0050896 response to stimulus,-6.3,8.2,8,30244,178,207,10,4.8,1.5,348|358|596|1398|2534|4846|5156|5970|6546|23411,APOE|AQP1|BCL2|CRK|FYN|NOS3|PDGFRA|RELA|SLC8A1|SIRT1,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0008283,cell population proliferation,19_GO:0009987 cellular process,-6.3,3.9,6.5,30244,706,207,19,9.2,2,595|596|857|1026|1031|1398|2009|2099|2268|2534|4883|6259|6497|7049|8660|8945|10818|23654|89780,CCND1|BCL2|CAV1|CDKN1A|CDKN2C|CRK|EML1|ESR1|FGR|FYN|NPR3|RYK|SKI|TGFBR3|IRS2|BTRC|FRS2|PLXNB2|WNT3A,-4.4,cluster_1_x_name
Canonical Pathways,11,M145,PID P53 DOWNSTREAM PATHWAY,,-6.3,9.6,8.4,30244,137,207,9,4.3,1.4,596|857|1026|1655|1843|3663|4292|5728|94241,BCL2|CAV1|CDKN1A|DDX5|DUSP1|IRF5|MLH1|PTEN|TP53INP1,-4.4,cluster_1_x_name
KEGG Pathway,24,hsa05135,Yersinia infection,,-6.3,9.6,8.4,30244,137,207,9,4.3,1.4,1398|2335|4773|4792|5586|5747|5970|8395|8503,CRK|FN1|NFATC2|NFKBIA|PKN2|PTK2|RELA|PIP5K1B|PIK3R3,-4.4,cluster_1_x_name
KEGG Pathway,24,hsa05010,Alzheimer disease,,-6.3,5.3,7.1,30244,384,207,14,6.8,1.7,348|842|1855|2904|3643|4035|5530|5970|8503|8660|23236|50507|64116|89780,APOE|CASP9|DVL1|GRIN2B|INSR|LRP1|PPP3CA|RELA|PIK3R3|IRS2|PLCB1|NOX4|SLC39A8|WNT3A,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:1902893,regulation of miRNA transcription,19_GO:0008152 metabolic process,-6.3,15,9.5,30244,69,207,7,3.4,1.3,2099|2309|4088|5970|6720|7040|9612,ESR1|FOXO3|SMAD3|RELA|SREBF1|TGFB1|NCOR2,-4.4,cluster_1_x_name
WikiPathways,27,WP2059,Alzheimer's disease and miRNA effects,,-6.3,5.8,7.2,30244,328,207,13,6.3,1.7,348|842|1855|2904|3643|4035|5530|5970|8503|8660|23236|50507|89780,APOE|CASP9|DVL1|GRIN2B|INSR|LRP1|PPP3CA|RELA|PIK3R3|IRS2|PLCB1|NOX4|WNT3A,-4.4,cluster_1_x_name
KEGG Pathway,24,hsa04024,cAMP signaling pathway,,-6.3,7.1,7.7,30244,225,207,11,5.3,1.6,51|154|490|1129|2696|2904|4792|4881|5970|6237|8503,ACOX1|ADRB2|ATP2B1|CHRM2|GIPR|GRIN2B|NFKBIA|NPR1|RELA|RRAS|PIK3R3,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0042692,muscle cell differentiation,19_GO:0032502 developmental process,-6.3,6.4,7.4,30244,275,207,12,5.8,1.6,596|4205|4624|4773|5156|5530|6497|6546|10266|50507|89780|150094,BCL2|MEF2A|MYH6|NFATC2|PDGFRA|PPP3CA|SKI|SLC8A1|RAMP2|NOX4|WNT3A|SIK1,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0007179,transforming growth factor beta receptor signaling pathway,19_GO:0050896 response to stimulus,-6.3,12,8.8,30244,101,207,8,3.9,1.3,4053|4088|5747|6497|7040|7049|10979|23411,LTBP2|SMAD3|PTK2|SKI|TGFB1|TGFBR3|FERMT2|SIRT1,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0046545,development of primary female sexual characteristics,19_GO:0022414 reproductive process,-6.3,12,8.8,30244,101,207,8,3.9,1.3,596|658|2099|4846|5156|5241|8204|23411,BCL2|BMPR1B|ESR1|NOS3|PDGFRA|PGR|NRIP1|SIRT1,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0045216,cell-cell junction organization,19_GO:0009987 cellular process,-6.3,8.1,8,30244,180,207,10,4.8,1.5,1445|1500|2697|3728|4088|5586|7040|7094|10266|10979,CSK|CTNND1|GJA1|JUP|SMAD3|PKN2|TGFB1|TLN1|RAMP2|FERMT2,-4.4,cluster_1_x_name
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.3,5.3,7,30244,387,207,14,6.8,1.7,164|348|857|1398|2099|2268|2534|2547|4792|5581|5970|7040|10614|81570,AP1G1|APOE|CAV1|CRK|ESR1|FGR|FYN|XRCC6|NFKBIA|PRKCE|RELA|TGFB1|HEXIM1|CLPB,-4.4,cluster_1_x_name
KEGG Pathway,24,hsa05418,Fluid shear stress and atherosclerosis,,-6.3,9.5,8.3,30244,139,207,9,4.3,1.4,596|658|857|1843|4205|4846|5747|5970|8503,BCL2|BMPR1B|CAV1|DUSP1|MEF2A|NOS3|PTK2|RELA|PIK3R3,-4.4,cluster_1_x_name
WikiPathways,27,WP185,Integrin-mediated cell adhesion,,-6.3,11,8.8,30244,102,207,8,3.9,1.3,857|1398|1445|2534|3672|5596|5747|7094,CAV1|CRK|CSK|FYN|ITGA1|MAPK4|PTK2|TLN1,-4.4,cluster_1_x_name
KEGG Pathway,24,hsa05165,Human papillomavirus infection,,-6.3,5.7,7.2,30244,331,207,13,6.3,1.7,595|898|1026|1855|2335|3672|5529|5728|5747|5970|6934|8503|89780,CCND1|CCNE1|CDKN1A|DVL1|FN1|ITGA1|PPP2R5E|PTEN|PTK2|RELA|TCF7L2|PIK3R3|WNT3A,-4.4,cluster_1_x_name
WikiPathways,27,WP2332,Interleukin-11 signaling pathway,,-6.3,20,10,30244,44,207,6,2.9,1.2,596|2534|5970|7040|7525|8554,BCL2|FYN|RELA|TGFB1|YES1|PIAS1,-4.3,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,,-6.3,30,12,30244,24,207,5,2.4,1.1,595|596|2309|5747|7514,CCND1|BCL2|FOXO3|PTK2|XPO1,-4.3,cluster_1_x_name
KEGG Pathway,24,hsa04360,Axon guidance,,-6.3,8,7.9,30244,182,207,10,4.8,1.5,658|2534|4773|5530|5747|6237|6259|8503|8633|23654,BMPR1B|FYN|NFATC2|PPP3CA|PTK2|RRAS|RYK|PIK3R3|UNC5C|PLXNB2,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0033135,regulation of peptidyl-serine phosphorylation,19_GO:0008152 metabolic process,-6.3,9.4,8.3,30244,140,207,9,4.3,1.4,596|857|5217|5587|5728|7040|8412|79109|89780,BCL2|CAV1|PFN2|PRKD1|PTEN|TGFB1|BCAR3|MAPKAP1|WNT3A,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,19_GO:0051179 localization,-6.2,6.3,7.4,30244,279,207,12,5.8,1.6,154|857|1785|2669|4988|5530|5581|5774|6833|10060|23327|27347,ADRB2|CAV1|DNM2|GEM|OPRM1|PPP3CA|PRKCE|PTPN3|ABCC8|ABCC9|NEDD4L|STK39,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0060070,canonical Wnt signaling pathway,19_GO:0050896 response to stimulus,-6.2,11,8.7,30244,103,207,8,3.9,1.3,857|1855|3728|5728|5868|6259|6934|89780,CAV1|DVL1|JUP|PTEN|RAB5A|RYK|TCF7L2|WNT3A,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0022612,gland morphogenesis,19_GO:0032502 developmental process,-6.2,11,8.7,30244,103,207,8,3.9,1.3,596|857|1605|2099|5241|7040|8945|10818,BCL2|CAV1|DAG1|ESR1|PGR|TGFB1|BTRC|FRS2,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-6.2,4.1,6.5,30244,647,207,18,8.7,2,348|857|1398|1785|1855|2335|2534|2904|5217|5530|5587|5728|5868|6259|10152|23327|23654|89780,APOE|CAV1|CRK|DNM2|DVL1|FN1|FYN|GRIN2B|PFN2|PPP3CA|PRKD1|PTEN|RAB5A|RYK|ABI2|NEDD4L|PLXNB2|WNT3A,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0034599,cellular response to oxidative stress,19_GO:0050896 response to stimulus,-6.2,7,7.6,30244,230,207,11,5.3,1.6,358|406|596|2309|2534|4846|5156|5587|5970|23411|94241,AQP1|BMAL1|BCL2|FOXO3|FYN|NOS3|PDGFRA|PRKD1|RELA|SIRT1|TP53INP1,-4.3,cluster_1_x_name
GeDiPNet,37,GDP04174,Liver carcinoma,,-6.2,4.3,6.6,30244,581,207,17,8.2,1.9,51|595|898|1031|1544|2099|2260|3663|4292|4792|5728|5747|6720|7040|8289|8660|56992,ACOX1|CCND1|CCNE1|CDKN2C|CYP1A2|ESR1|FGFR1|IRF5|MLH1|NFKBIA|PTEN|PTK2|SREBF1|TGFB1|ARID1A|IRS2|KIF15,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0048771,tissue remodeling,19_GO:0032501 multicellular organismal process,-6.2,11,8.7,30244,104,207,8,3.9,1.3,154|857|2697|4846|4883|7040|7369|50507,ADRB2|CAV1|GJA1|NOS3|NPR3|TGFB1|UMOD|NOX4,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0043271,negative regulation of monoatomic ion transport,19_GO:0051179 localization,-6.2,9.3,8.2,30244,142,207,9,4.3,1.4,596|857|2669|4846|5530|5581|23327|27347|29763,BCL2|CAV1|GEM|NOS3|PPP3CA|PRKCE|NEDD4L|STK39|PACSIN3,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-6.2,5.7,7.1,30244,336,207,13,6.3,1.7,857|1605|2335|4846|4883|5156|5587|5747|7040|8503|10266|23411|56913,CAV1|DAG1|FN1|NOS3|NPR3|PDGFRA|PRKD1|PTK2|TGFB1|PIK3R3|RAMP2|SIRT1|C1GALT1,-4.3,cluster_1_x_name
WikiPathways,27,WP2572,Primary focal segmental glomerulosclerosis (FSGS),,-6.2,14,9.3,30244,72,207,7,3.4,1.3,1026|1605|2534|4643|5747|7040|7094,CDKN1A|DAG1|FYN|MYO1E|PTK2|TGFB1|TLN1,-4.3,cluster_1_x_name
GeDiPNet,37,GDP05413,Osteoporosis,,-6.2,6.2,7.3,30244,283,207,12,5.8,1.6,857|1584|1593|2099|2260|3663|4088|7040|7094|8572|10060|89780,CAV1|CYP11B1|CYP27A1|ESR1|FGFR1|IRF5|SMAD3|TGFB1|TLN1|PDLIM4|ABCC9|WNT3A,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0030111,regulation of Wnt signaling pathway,19_GO:0050896 response to stimulus,-6.2,5.6,7.1,30244,338,207,13,6.3,1.7,348|406|857|1500|3728|4035|4088|6497|6934|7040|8945|59343|89780,APOE|BMAL1|CAV1|CTNND1|JUP|LRP1|SMAD3|SKI|TCF7L2|TGFB1|BTRC|SENP2|WNT3A,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0030644,intracellular chloride ion homeostasis,19_GO:0042592 homeostatic process,-6.2,53,14,30244,11,207,4,1.9,0.96,1152|6558|7369|27347,CKB|SLC12A2|UMOD|STK39,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0030002,intracellular monoatomic anion homeostasis,19_GO:0042592 homeostatic process,-6.2,53,14,30244,11,207,4,1.9,0.96,1152|6558|7369|27347,CKB|SLC12A2|UMOD|STK39,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:2000209,regulation of anoikis,19_GO:0050789 regulation of biological process,-6.2,29,12,30244,25,207,5,2.4,1.1,596|857|5747|8503|150094,BCL2|CAV1|PTK2|PIK3R3|SIK1,-4.3,cluster_1_x_name
KEGG Pathway,24,hsa04930,Type II diabetes mellitus,,-6.1,19,10,30244,46,207,6,2.9,1.2,3643|3767|5581|6833|8503|8660,INSR|KCNJ11|PRKCE|ABCC8|PIK3R3|IRS2,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0033138,positive regulation of peptidyl-serine phosphorylation,19_GO:0048518 positive regulation of biological process,-6.1,11,8.6,30244,106,207,8,3.9,1.3,596|857|5217|5587|7040|8412|79109|89780,BCL2|CAV1|PFN2|PRKD1|TGFB1|BCAR3|MAPKAP1|WNT3A,-4.3,cluster_1_x_name
GO Biological Processes,19,GO:0062012,regulation of small molecule metabolic process,19_GO:0008152 metabolic process,-6.1,5.6,7.1,30244,340,207,13,6.3,1.7,348|857|3643|4846|5208|5571|5581|6720|8660|9612|23411|51422|150094,APOE|CAV1|INSR|NOS3|PFKFB2|PRKAG1|PRKCE|SREBF1|IRS2|NCOR2|SIRT1|PRKAG2|SIK1,-4.2,cluster_1_x_name
GO Biological Processes,19,GO:0060249,anatomical structure homeostasis,19_GO:0042592 homeostatic process,-6.1,6.8,7.5,30244,235,207,11,5.3,1.6,154|596|2697|4846|6558|6833|8842|8861|27347|50507|64116,ADRB2|BCL2|GJA1|NOS3|SLC12A2|ABCC8|PROM1|LDB1|STK39|NOX4|SLC39A8,-4.2,cluster_1_x_name
GO Biological Processes,19,GO:0001894,tissue homeostasis,19_GO:0042592 homeostatic process,-6.1,6.8,7.5,30244,235,207,11,5.3,1.6,154|596|2697|4846|6558|6833|8842|8861|27347|50507|64116,ADRB2|BCL2|GJA1|NOS3|SLC12A2|ABCC8|PROM1|LDB1|STK39|NOX4|SLC39A8,-4.2,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-2990846,SUMOylation,,-6.1,7.8,7.7,30244,188,207,10,4.8,1.5,1655|2099|4792|5241|5970|7329|8204|8554|9612|59343,DDX5|ESR1|NFKBIA|PGR|RELA|UBE2I|NRIP1|PIAS1|NCOR2|SENP2,-4.2,cluster_1_x_name
GO Biological Processes,19,GO:0090277,positive regulation of peptide hormone secretion,19_GO:0051179 localization,-6.1,11,8.5,30244,107,207,8,3.9,1.3,2696|5208|5581|6833|6934|8660|23236|55107,GIPR|PFKFB2|PRKCE|ABCC8|TCF7L2|IRS2|PLCB1|ANO1,-4.2,cluster_1_x_name
